"id","country","publication_date","source","source_type","headline"
2858,"Spain","2010-09-01","El Pais","Print","Suspendida la operación de búsqueda de dos pateras a la deriva en el mar de
Alborán"
2859,"Spain","2004-06-18","El Pais","Print","Mas cooperacion judicial, policial, antiterrorista y en inmigracion"
2860,"Poland","2014-01-08","Rzeczpospolita","Print","Cameron w kozim rogu"
2861,"Germany","2016-06-13","Frankfurter Rundschau","Print","Wohnungslos und abgehängt"
2862,"Sweden","2014-03-24","Dagens Nyheter","Print","Sex minusgrader när Nordin vann VM-guld - nu vill hon till Hawaii"
2863,"Spain","2016-10-12","El Pais","Print","Los héroes que asombran a Alemania"
2864,"UK","2017-01-25","telegraph.co.uk","Online","Donald Trump doesn't want to make friends. He wants to get things done. Buckle
up, liberals"
2865,"UK","2015-06-25","telegraph.co.uk","Online","Middle aged Britain: average age hits 40 as population surges to record;
Soaring immigration and impact of ageing population drive UK population to 64.6
million"
2866,"Hungary","2015-05-16","Nepszabadsag","Print","Máté is jövevény volt, befogadták"
2867,"Hungary","2017-06-10","Magyar Hirlap","Print","Avramopulosz: Nem jó megoldás a kerítésépítés"
2868,"Poland","2005-07-19","Gazeta Wyborcza","Print","Co porabiają obcokrajowcy, którzy grali kiedyś w Zagłębiu Sosnowiec?"
2869,"Hungary","2017-03-01","Magyar Hirlap","Print","Jogerősen elmarasztalták a röszkei tömegzavargás vádlottjait"
2870,"Hungary","2015-08-07","Nepszabadsag","Print","Futószeder"
2871,"UK","2016-05-11","mirror.co.uk","Online","Azealia Banks attacks Zayn Malik in vile racist and homophobic rant after she
accuses him of copying her ideas;
The controversial rapper launched into a vicious tirade directed at the singer
and his family"
2872,"Germany","2015-11-23","Welt Online","Online","Notfallseelsorge;
An die Hand nehmen, bei der Integration helfen"
2873,"UK","2015-11-19","mirror.co.uk","Online","Inside Jihadi John's birthplace in Kuwait: The grim town that bred a monster;
David Collins visits the tough district of Kuwait City where the Islamic State
thug who revelled in the cold-bloodied decapitation of Western hostages spent
the first six years of his life"
2874,"Romania","2014-06-12","Ziarul Financiar","Print","Românii din Germania şi SUA au trimis mai mulţi bani acasă decât cei din Spania anul trecut"
2875,"UK","2002-07-05","The Guardian","Print","Dutch right to curb liberal lifestyle"
2876,"Spain","2011-10-19","El Mundo","Print","Emigrar"
2877,"UK","2015-09-29","The Guardian","Print","South Park depicts Donald Trump being brutally murdered;
Controversial episode skewers Republican frontrunner's immigration policy with
Trump elected as Canada's president, which prompts mass migration into US"
2878,"Hungary","2017-03-10","Magyar Idök","Print","Húszezer mianmari menekült Kínába"
2879,"Poland","2014-11-06","Rzeczpospolita","Print","Rosja: potyczki z artystami"
2880,"Spain","2012-03-09","El Pais","Print","PP y PSOE cambiarán de nuevo la Ley Electoral para favorecer el voto emigrante"
2881,"Hungary","2016-04-20","Nepszabadsag","Print","Hargitai Miklós: Végvár"
2882,"Sweden","2001-09-05","Svenska Dagbladet","Print","KOLUMN/DET POLITISKA MINNET När facket skulle ta över företagen"
2883,"Poland","2008-08-04","Gazeta Wyborcza","Print","Ludzie Fatahu uciekają ze Strefy Gazy"
2884,"Sweden","2015-07-30","Dagens Nyheter","Print","Länsstyrelsen river upp bygglov för EU-migranter"
2885,"Spain","2017-03-17","El Pais","Print","Un niño no es nunca un inmigrante, por definición"
2886,"UK","2000-11-29","The Guardian","Print","Tories retreat on asylum detentions"
2887,"Spain","2005-12-23","El Pais","Print","INFORME OFICIAL DEL DEPARTAMENTO DE BALISTICA DE LA GUARDIA CIVIL Los disparos
que mataron a dos subsaharianos en Ceuta fueron hechos desde Marruecos"
2888,"Germany","2015-05-05","ZEIT Online","Online","Strack-Zimmermann organisiert eine Mini-Demo;
Mit einem Megafon und Plakaten hat die stellvertretende FDP-Vorsitzende vor dem
Finanzministerium demonstriert. Es ist ihr Versuch, in der Flüchtlingsfrage
mitzumischen."
2889,"UK","2010-02-23","telegraph.co.uk","Online","The BNP are welcome to Pauline Hanson - but do they realise she's an immigrant?"
2890,"Poland","2017-09-13","Gazeta Wyborcza","Print","Błaszczak w strefie szariatu"
2891,"Poland","2015-01-29","Rzeczpospolita","Print","Pomoc dla Ukraińców jest w naszym interesie"
2892,"Sweden","2016-08-13","Expressen","Print","Pressen främjar åsiktsbildningen"
2893,"Germany","2015-07-07","Frankfurter Rundschau","Print","Qassemi erhält Pass"
2894,"Romania","2007-01-24","Romania Libera","Print","Impact negativ asupra dezvoltarii pietei / Cresterea migratiei influenteaza vanzarile autovehiculelor"
2895,"Germany","2003-03-17","Die Welt","Print","Wulff sendet Kompromiss-Signal;
Zuwanderung"
2896,"Poland","2015-10-16","Gazeta Wyborcza","Print","Obrońca i higienista"
2897,"Poland","2009-03-24","Rzeczpospolita","Print","Od dzisiaj nowe przepisy w służbie cywilnej"
2898,"Germany","2015-07-18","taz","Print","Abschiebung trotz bester Integration?;
Bleiberecht"
2899,"Spain","2008-06-17","El Pais","Print","Una brecha que va creciendo"
2900,"Sweden","2003-03-05","Dagens Nyheter","Print","S vill bilda front mot extrema"
2901,"UK","2016-12-16","The Guardian","Print","Len McCluskey: Unite must fight for end of free movement;
Union's general secretary suggests controls on immigration would help stability
in communities as he launches re-election bid"
2902,"Spain","2009-02-08","El Pais","Print","Dimite el alcalde de Santa Fe por una investigación policial"
2903,"Romania","2016-03-22","Romania Libera","Print","Atentate teroriste la Bruxelles. Băsescu: Organizațiile teroiriste și-au transferat adepții în Europa odată cu valul migrator islamist"
2904,"Spain","2007-04-15","El Pais","Print","Ningún pueblo sin inmigrante"
2905,"Poland","2004-02-10","Rzeczpospolita","Print","Zatrzaskiwanie drzwi"
2906,"Hungary","2015-12-15","Magyar Idök","Print","Brüsszel: Sikertelen a határvédelem"
2907,"Sweden","2017-04-13","Svenska Dagbladet","Print","Stark ökning av nyföretagare med utländsk bakgrund"
2908,"Sweden","2000-03-08","Expressen","Print","Varför inte Malmö?"
2909,"Spain","2003-01-03","El Mundo","Print","EDITORIAL.
Inmigracion Y Tragedias Evitables?."
2910,"Germany","2017-08-04","Welt Online","Online","Bewährungsstrafe wegen Körperverletzung im Flüchtlingsheim"
2911,"UK","2013-03-25","Daily Mirror","Print","CAM: I'LL STOP BENEFITS FOR IMMIGRANTS;
PM's plan for 6mth cut-off"
2912,"Poland","2016-06-02","Rzeczpospolita","Print","Islamiści wychodzą z meczetu. Przełom"
2913,"Poland","2006-06-16","Gazeta Wyborcza","Print","Wielkie przekręty po „Katrinie"
2914,"Sweden","2007-04-08","Dagens Nyheter","Print","Äldreomsorgen ny karriärväg Kulturell förståelse och krav på egna språket"
2915,"Poland","2004-01-27","Gazeta Wyborcza","Print","Przerwana spirala nielegalności"
2916,"UK","2016-07-31","mirror.co.uk","Online","Priest in Belgium stabbed 'by asylum seeker in his own home after letting him in
to use shower';
Jos Vanderlee, 65, suffered injuries to his hands during a robbery in Lanaken,
Belgium, at around 2.40pm local time this afternoon"
2917,"Hungary","2015-05-14","Magyar Hirlap","Print","Közös válasz a migrációs kihívásra"
2918,"Sweden","2011-02-08","Expressen","Print","Tigaren i hörnet"
2919,"Germany","2011-03-24","Frankfurter Rundschau","Print","Kraft sagt Flüchtlingen Hilfe zu;
Hochtaunuskreis will aber Asylbewerberheim in Oberursel vorerst nicht schließen"
2920,"Germany","2006-05-10","taz","Print","Die Geschichte von Ayse"
2921,"Romania","2015-10-29","Evenimentul Zilei","Print","Iohannis a discutat despre fluxurile de migranți cu președintele Comisiei pentru Afaceri Europene din Bundestag"
2922,"Germany","2000-12-07","Die Welt","Print","EU-Gipfel: Schröder will auf Vetorecht verzichten;
Kanzler kompromissbereit - Besuch in Polen"
2923,"Hungary","2016-07-21","Nepszabadsag","Print","Fico Orbán legjobb tanítványa, de csúnyán megéghet vele"
2924,"UK","2002-04-09","Daily Mirror","Print","BRIDE'S TEARS AS GARDAI RAID WEDDING"
2925,"UK","2015-01-30","The Daily Telegraph","Print","Foreign-born voters could hold key to election"
2926,"Hungary","2017-01-10","Magyar Idök","Print","Németország Németország kell hogy maradjon"
2927,"Poland","2017-08-02","Rzeczpospolita","Print","Lokal dla cudzoziemca"
2928,"Spain","2008-02-23","El Pais","Print","Desautorizado el dato sobre irregulares de Cruz Roja"
2929,"Hungary","2016-06-10","Magyar Idök","Print","Nincs szükség menekülttáborokra"
2930,"Sweden","2016-12-07","Dagens Nyheter","Print","C kräver stopplag mot utvisningar"
2931,"Romania","2016-07-19","Ziarul Financiar","Print","Boris Johnson: După ieşirea din UE, Marea Britanie va putea limita imigraţia"
2932,"Hungary","2015-08-03","Nepszabadsag","Print","Merkel egyenesen a 4.0 felé"
2933,"Sweden","2013-01-08","Svenska Dagbladet","Print","Ingen rubrik tillgänglig"
2934,"Spain","2006-11-11","El Pais","Print","Europa del Este se queda sin mano de obra"
2935,"UK","2015-07-29","mirror.co.uk","Online","Government's 'unfair' asylum seekers fast-track system struck down by Court of
Appeal;
It's a fresh blow to the Tories, who admitted weeks ago that 100 would have to
be released over fears the policy is punishing the most vulnerable"
2936,"Germany","2017-06-27","Welt Online","Online","Tödliche Flucht übers Mittelmeer;
Tödliche Flucht übers Mittelmeer - Schleuser vor Gericht"
2937,"UK","2016-10-14","mirror.co.uk","Online","Lily Allen's pain at the hell of Camp Calais is something we should all be
feeling;
I provoked a similar reaction when I went there to work on a report for The One
Show. Twitter went mad with fury at my sympathy for ­immigrants"
2938,"Hungary","2015-10-01","Magyar Hirlap","Print","Pintér: A szabadság forgott kockán"
2939,"Hungary","2010-07-03","Nepszabadsag","Print","Húsz irkában a magyar XX. század"
2940,"Hungary","2016-01-14","Magyar Idök","Print","Migránsok százai várnak Magyarországon a kiutasításra"
2941,"Poland","2004-10-04","Gazeta Wyborcza","Print","Tajwan sypia z wrogiem"
2942,"Poland","2012-05-17","Rzeczpospolita","Print","Opole zabiega o Ukraińców"
2943,"Romania","2011-02-28","Romania Libera","Print","Peste 10.000 de persoane s-au refugiat ieri din Libia în Tunisia"
2944,"Hungary","2017-09-14","Magyar Idök","Print","A magyarok védelméről szól a tranzitzóna"
2945,"UK","2001-02-07","The Daily Telegraph","Print","Blair move to deport migrants may breach ruling by Law Lords"
2946,"Germany","2004-10-04","Frankfurter Rundschau","Print","Anhänger feiern Hohmann    ;
Klage über Asylmissbrauch und Geburtenrate bei 3.Oktober-Rede des umstrittenen
Ex-CDU-Mannes"
2947,"Hungary","2016-11-01","Magyar Hirlap","Print","Elismerte Luther munkásságát a pápa"
2948,"Sweden","2010-05-10","Svenska Dagbladet","Print","Vilka fler lagar kan vi strunta i?"
2949,"Hungary","2017-05-23","Magyar Idök","Print","Varsó minden fronton ellenzi a kvótákat"
2950,"Romania","2015-09-17","Ziarul Financiar","Print","Sute de imigranţi blocaţi la frontiera Turciei cu Grecia au intrat în greva foamei"
2951,"Hungary","2017-09-20","Magyar Hirlap","Print","Több mint negyvenmillió embert élt rabszolgasorban vagy kényszerházasságban tavaly"
2952,"Poland","2004-04-26","Gazeta Wyborcza","Print","Katowice przypomniały sobie Henryka Sławika"
2953,"Sweden","2015-09-28","Svenska Dagbladet","Print","Brister vid boenden för ensamkommande"
2954,"Romania","2007-08-06","Ziarul Financiar","Print","Muammar Kadhafi, dat in judecata in afacerea infirmierele bulgare"
2955,"Poland","2015-10-29","Rzeczpospolita","Print","Teatr o buncie mas"
2956,"UK","2016-09-22","The Guardian","Print","Code of race ethics proposed for parliament to counter rise of One Nation;
Exclusive: Labor weighs plan to invite parliamentarians to sign up to a set of
principles respecting diversity and truthfulness"
2957,"Romania","2016-11-16","Ziarul Financiar","Print","Sondaj: Britanicii îşi doresc menţinerea legăturilor comerciale libere cu UE şi limitarea imigraţiei"
2958,"Germany","2016-02-10","Welt Online","Online","Soziales Engagement;
Das Parlament der nur guten Entscheidungen"
2959,"Spain","2016-01-26","ABC","Print","TINIEBLAS SOBRE EUROPA"
2960,"UK","2003-09-10","The Daily Telegraph","Print","Blueprint for superpower Europe"
2961,"UK","2017-01-30","mirror.co.uk","Online","Republican Arnold Schwarzenegger hits out at Trump's Muslim ban: 'It's crazy and
makes us look stupid';
The Terminator said the Trump White House was ill-prepared to put this kind of
directive out there"
2962,"UK","2017-03-17","The Guardian","Print","Goa murder: 245 tourists died in four local districts in past 12 years;
Relatives of foreigners whose deaths were classified as natural or accidental
say some cases could be the result of foul play"
2963,"Germany","2006-04-01","taz","Print","Kein Asylrecht mehr;
in kürze METIN KAPLANS FAMILIE"
2964,"Sweden","2014-08-27","Aftonbladet","Print","Starkt om dödskampen vid Europas gräns"
2965,"Romania","2016-01-27","Ziarul Financiar","Print","CE: Grecia a ignorat obligaţiile privind frontierele şi riscă excluderea temporară din Schengen"
2966,"Sweden","2010-08-29","Svenska Dagbladet","Print","Karnevalen blir alibi för fördomar"
2967,"Spain","2005-10-05","El Pais","Print","Una nueva barrera de metal protegera las fronteras de Ceuta y Melilla"
2968,"Sweden","2014-07-24","Expressen","Print","Nu ansöker Bert om att öppna 33 nya boenden"
2969,"Spain","2000-02-02","El Pais","Print","INTERIOR CONSIDERA QUE LOS PASAJEROS DE LAS PATERAS NO TIENEN DERECHO A ABOGADO;"
2970,"UK","2015-08-28","The Guardian","Print","Seven things we learned from the Guardian Labour leadership hustings;
Jeremy Corbyn seemed the most popular candidate, Yvette Cooper was probably best
rhetorically, and Andy Burnham had impressive moments"
2971,"Germany","2016-09-01","ZEIT Online","Online","Flucht in die Zwangsheirat;
In Jordanien und dem Libanon werden immer öfter Minderjährige verheiratet.
Bessergestellte Männer kaufen verzweifelten syrischen Flüchtlingen die Kinder
ab."
2972,"Germany","2017-06-03","taz","Print","Der Flüchtling war s   nur was?;
Nachgelesen"
2973,"Poland","2005-08-11","Rzeczpospolita","Print","Polska tylko dla Słowian?"
2974,"Romania","2013-01-25","Romania Libera","Print","Traficanţi de migranţi , prinşi în România"
2975,"Germany","2015-08-23","Spiegel Online","Online","Regierung holt Pensionäre aus Ruhestand zurück;"
2976,"Sweden","2014-07-14","Svenska Dagbladet","Print","Moralbefriat Fifa svärtar ned fotbollen"
2977,"Hungary","2016-07-01","Magyar Hirlap","Print","Nem állnak a törvény felett a migránsok"
2978,"Germany","2004-09-06","taz","Print","Militärgegner erhält kein Asyl"
2979,"Hungary","2016-09-23","Magyar Idök","Print","Kerítésépítést fontolgatnak zágrábi politikusok is"
2980,"Hungary","2015-07-31","Nepszabadsag","Print","Kiürítés helyett razziáztak"
2981,"Spain","2005-09-04","El Pais","Print","Los inmigrantes leen mas"
2982,"Germany","2006-01-03","taz","Print","Die NPD hats gern ramschig und deutsch;
Leipziger Stadtentwickler wollen ein Problemviertel auch mit Hilfe von
Mittelständlern nichtdeutscher Herkunft zum internationalen Quartier
aufwerten. Die NPD hetzt gegen Chinatown und beschwört Unruhen wie in
Frankreich herauf"
2983,"UK","2016-06-10","The Daily Telegraph","Print","Ramadan meal row led to fire at refugee shelter;
WORLD BULLETIN"
2984,"Romania","2015-10-21","Ziarul Financiar","Print","Letonia va construi un gard pe unele segmente ale frontierei de 270 de kilometri cu Rusia"
2985,"UK","2012-01-19","Daily Mirror","Print","STOWAWAYS GROUNDED;
IMMIGRATION"
2986,"Germany","2017-04-30","Spiegel Online","Online","Flucht in anderen Umständen"
2987,"UK","2012-11-24","The Daily Telegraph","Print","Rule change could see property prices take off in Jakarta"
2988,"Romania","2016-02-23","Ziarul Financiar","Print","Poliţia greacă evacuează imigranţii de la frontiera cu Macedonia - surse"
2989,"Romania","2015-03-20","Evenimentul Zilei","Print","Polițiștii turci acuzați că l-au SPIONAT pe președintele Erdogan, află azi dacă primesc AZIL POLITIC în România"
2990,"Sweden","2002-02-12","Svenska Dagbladet","Print","CARLSLUNDS UNGDOMSENHET FÖRSÖKER GE HEMKÄNSLA I MÖNSTERVILLA I UPPLANDS VÄSBY Sömnlös 
väntan på besked"
2991,"Poland","2013-09-17","Gazeta Wyborcza","Print","NOWE. Neonazistowska siłownia lidera stadionowych chuliganów? [ZDJĘCIA]"
2992,"Sweden","2005-03-12","Dagens Nyheter","Print","Krigsförbrytare ska inte kunna få asyl"
2993,"UK","2015-09-03","Daily Mirror","Print","FAILING ON MIGRATION"
2994,"Poland","2006-06-22","Gazeta Wyborcza","Print","Wizy do USA: UE rozważa zasadę wzajemności"
2995,"Sweden","2003-11-20","Dagens Industri","Print","Rakt på sak: LO slår vakt om sin makt"
2996,"UK","2016-03-03","The Guardian","Print","'It was petrifying': lorry driver attacked near Calais says he feared for his
life;
Mick Young, from Essex, needed hospital treatment after attack by refugees and
migrants angered by partial demolition of camp"
2997,"Romania","2017-02-04","Ziarul Financiar","Print","Departamentul de Securitate Internă a suspendat aplicarea ordinului lui Trump privind imigranţii"
2998,"Romania","2016-02-07","Ziarul Financiar","Print","Circa 40 la sută dintre imigranţii veniţi în UE nu vor primi azil şi riscă deportarea"
2999,"Poland","2007-03-22","Gazeta Wyborcza","Print","Finlandia potrzebuje tysięcy nowych mieszkańców"
3000,"Germany","2015-10-06","Spiegel Online","Online","Chantal Akerman ist tot;"
3001,"Sweden","2008-01-11","Aftonbladet","Print","Lagen måste ändras"
3002,"UK","2016-11-09","mirror.co.uk","Online","Trump win sparks riots across US as crowds burn American flag and chant 'Not our
president';
Clinton supporters were filmed setting fire to the US flag while marching
through the streets of Portland, Oregon, shouting F*** Donald Trump"
3003,"Spain","2015-04-17","El Pais","Print","Guerra religiosa a bordo de una patera"
3004,"Sweden","2000-01-20","Aftonbladet","Print","Barnen Demir: Nu vill vi bara se framåt"
3005,"Sweden","2016-03-23","Svenska Dagbladet","Print","Migrationsverket vill pressa pris"
3006,"Sweden","2011-09-10","Svenska Dagbladet","Print","Magnusson slår tillbaka"
3007,"Hungary","2017-03-17","Nepszava","Print","Ankara szakít az Unióval"
3008,"Poland","2003-03-19","Rzeczpospolita","Print","Niezarejestrowani, ale tolerowani"
3009,"Hungary","2016-11-17","Magyar Hirlap","Print","Visszahívja Görögországból szakértőit Belgium"
3010,"Poland","2017-03-08","Rzeczpospolita","Print","Pomóżmy uchodźcom"
3011,"Germany","2013-02-27","taz","Print","Jagd auf Illegale in der U-Bahn;
SCHWEDEN Die Polizei überprüft verstärkt Personen, denen sie unterstellt, keine
gültige Aufenthaltsgenehmigung zu haben. Ein Kriterium für die Kontrollen: die
Hautfarbe"
3012,"Hungary","2015-09-24","Nepszabadsag","Print","Csurka 2001 - Orbán 2015"
3013,"Spain","2004-08-11","El Pais","Print","Once detenidos en Alicante por explotar a 'sin papeles'"
3014,"Germany","2017-11-16","Welt Online","Online","53 Tage nach der Wahl;
Ich will, dass die Liberalen Regierung können"
3015,"Romania","2017-03-05","Ziarul Financiar","Print","Mexicul va deschide centre de apărare a imigranţilor mexicani la consulatele sale din SUA"
3016,"Sweden","2000-05-03","Expressen","Print","Dagsvers"
3017,"Sweden","2015-12-20","Dagens Nyheter","Print","Björn Wiman: Det labila beteendet i flyktingfrågan är inte någon nyhet"
3018,"Spain","2008-03-15","ABC","Print","Detenidos quince argelinos que llegaron en patera a la costa de Almería"
3019,"Spain","2006-06-06","El Mundo","Print","EL DRAMA DE LA INMIGRACION / La integracion.
Valencia protesta por el envio de 'sin papeles' desde Canarias.
La Generalitat denuncia la permisividad del Gobierno central con los
'irregulares', que puede hacer peligrar la sociedad del bienestar."
3020,"Germany","2002-03-30","taz","Print","die anderen"
3021,"Spain","2007-11-07","El Mundo","Print","LA PATERA, ATRACCION TURISTICA."
3022,"Romania","2016-01-30","Ziarul Financiar","Print","Schimbare radicală a Germaniei: Merkel afirmă că refugiaţii trebuie să se întoarcă în ţările lor după terminarea războaielor"
3023,"Sweden","2000-05-12","Svenska Dagbladet","Print","CIVIL OLYDNAD Suddig gräns mot våld"
3024,"Romania","2017-02-10","Ziarul Financiar","Print","Mult zgomot pentru doar 50.000 de persoane: Brexit va duce la o scădere insesizabilă a migraţiei"
3025,"Sweden","2015-09-23","Expressen","Print","Hela vägen till Sverige"
3026,"UK","2013-08-08","Daily Mirror","Print","Italy to take in migrants;
AROUND THE WORLD"
3027,"Sweden","2002-09-30","Svenska Dagbladet","Print","Västafrikas ledare ska stoppa krig"
3028,"Sweden","2015-11-04","Dagens Nyheter","Print","EU-länder följer inte flyktingkvot"
3029,"UK","2014-11-23","Daily Mirror","Print","Are we being swamped?;
British people believe almost a quarter of the population are immigrants - yet
the figure is just over half that, 13 per cent. WE SEPARATE THE FACTS FROM
SCAREMONGERING FICTION ON IMMIGRATION"
3030,"UK","2013-07-29","Daily Mirror","Print","IMMIGRATION ARREST AD IS 'A CYNICAL STUNT';
Cooper backs Cable outburst"
3031,"UK","2014-09-06","telegraph.co.uk","Online","Major disturbance at immigration centre after detainee's death;
A major disturbance has broken out at the Morton Hall centre in Swinderby,
Lincs, after the death of a detainee"
3032,"Sweden","2005-04-19","Svenska Dagbladet","Print","Barnkonventionen gäller inte alla barn! Kemiska substanser löser alla problem? Har 
vi behov av arbetskraft eller inte? Alla ses inte som lika inför lagen Varför 
jaga ut just småbarnsföräldrar?"
3033,"Sweden","2015-09-04","Dagens Nyheter","Print","Paniken på stationen slutar i flyktinglägret"
3034,"Hungary","2017-11-23","Magyar Hirlap","Print","Szijjártó: Soros György támadása újabb lendületet vett"
3035,"Sweden","2006-02-07","Aftonbladet","Print","Danskarna har lekt en farlig lek"
3036,"Spain","2008-08-05","ABC","Print","Italia saca el Ejército a las calles para velar por la seguridad ciudadana Tres
mil soldados patrullarán cerca de embajadas y centros de inmigrantes sin papeles"
3037,"Romania","2016-04-16","Ziarul Financiar","Print","Papa a părăsit insula Lesbos, însoţit de 12 refugiaţi sirieni pe care îi va găzdui în Vatican"
3038,"Spain","2016-06-08","El Pais","Print","El BBVA se persona en el 'caso Ausbanc' por acoso y agresión"
3039,"Spain","2009-03-15","ABC","Print","La Generalitat anuncia que los permisos de trabajo a extranjeros bajarán
«drásticamente»"
3040,"UK","2001-12-19","The Guardian","Print","War in Afghanistan: Inside Yemen: Violence dominates lawless province: Training
camps flourished during 1990s"
3041,"UK","2003-01-22","Daily Mirror","Print","' MY REFUGEE HUSBAND TOOK OUR BABY BOY FROM HIS BED.. MINUTES LATER HE WAS DEAD;"
3042,"Spain","2000-11-19","El Pais","Print","A DISPOSICION EN EL CONFLICTO VASCO"
3043,"UK","2005-09-07","The Guardian","Print","Koizumi sends out political 'assassins': Internet tycoon leads PM's assault on
anti-reformers"
3044,"UK","2016-05-06","telegraph.co.uk","Online","German interest in cricket surges thanks to talented refugee players"
3045,"Romania","2015-09-16","Jurnalul National","Print","Iohannis despre criza imigranţilor : Între parteneri lucrurile nu se rezolvă prin impunere, ci de comun acord"
3046,"UK","2002-06-21","The Guardian","Print","Britain drops plan to link asylum to overseas aid"
3047,"Poland","2006-12-31","Gazeta Wyborcza","Print","Brytyjski rząd zniechęca imigrantów z Bułgarii i Rumunii"
3048,"Hungary","2017-05-05","Magyar Hirlap","Print","A migrációt exportáló országok nyomást gyakorolnak a befogadó országokra"
3049,"UK","2000-12-31","Daily Mirror","Print","REFUGEES MOVE ON"
3050,"Poland","2005-08-19","Gazeta Wyborcza","Print","Austria: ''nie'' dla polskich pracowników"
3051,"Hungary","2017-04-24","Magyar Hirlap","Print","Macedóniában demonstrálnak Soros ellen"
3052,"Hungary","2017-06-24","Magyar Hirlap","Print","Vak befogadás"
3053,"Germany","2016-08-31","Frankfurter Rundschau","Print","Zahl der Schüler steigt weiter"
3054,"Poland","2006-06-22","Gazeta Wyborcza","Print","Demokraci.pl założyli ambasadę III RP"
3055,"Poland","2005-10-25","Gazeta Wyborcza","Print","Cantoro będzie Polakiem"
3056,"Hungary","2015-10-09","Nepszabadsag","Print","Életveszélyesen vezetnek a csempészek"
3057,"Hungary","2017-04-12","Magyar Hirlap","Print","A valódi harc"
3058,"Germany","2007-06-14","Spiegel Online","Online","Afrikaner von Rechtsextremen bedroht - Polizisten sollen Anzeige verweigert"
3059,"Germany","2015-01-30","Frankfurter Rundschau","Print","Flüchtlinge im Klassenzimmer"
3060,"Sweden","2016-03-16","Dagens Industri","Print","Finansministern: Fel skäl att höja"
3061,"UK","2014-02-11","The Daily Telegraph","Print","Salmond 'not honest' about border controls;
Salmond must 'come dean' on border controls"
3062,"Poland","2015-12-30","Rzeczpospolita","Print","Do czego jeszcze zmusić imigrantów"
3063,"Spain","2005-06-04","El Pais","Print","Menores"
3064,"Romania","2015-08-26","Romania Libera","Print","Comitet pentru situaţii de urgenţă din cauza CRIZEI IMIGRANŢILOR"
3065,"Hungary","2015-12-07","Magyar Hirlap","Print","Terrortámadásoktól retteghetnek a britek"
3066,"Germany","2016-10-25","Frankfurter Rundschau","Print","Fußballschuhe für den Gegner"
3067,"Sweden","2000-02-04","Aftonbladet","Print","Blodspåren blev större"
3068,"Sweden","2006-02-19","Dagens Nyheter","Print","Det blev inga sociala turister"
3069,"Germany","2015-06-20","Welt Online","Online","Aktion am Kanzleramt;
Leichen-Spektakel überschreitet moralische Grenze"
3070,"Hungary","2016-03-02","Nepszabadsag","Print","Erőszaktevő migránsokkal , rejtőzködő terroristákkal csábítják a választókat"
3071,"Poland","2017-03-11","Gazeta Wyborcza","Print","Europa dwóch prędkości. Tylko czy gdziekolwiek pojedziemy?"
3072,"Spain","2002-06-11","El Mundo","Print","400 inmigrantes se encierran en una universidad de Sevilla"
3073,"Sweden","2007-03-02","Dagens Nyheter","Print","Alla måste ta emot flyktingar"
3074,"Germany","2016-12-19","Welt Online","Online","Totes Kind in Flüchtlingsunterkunft;
Ursache noch unklar"
3075,"Hungary","2015-09-03","Magyar Hirlap","Print","„Segítség kell Magyarországnak"
3076,"UK","2015-04-23","telegraph.co.uk","Online","Would Nigel Farage even let St George into England?;
The Ukip dragon is on its last legs, and its leader's call to make St George's
Day a national bank holiday is a desperate, cynical gamble"
3077,"Spain","2009-01-06","ABC","Print","La población inmigrante aumenta sólo un 8% en 2008, la mitad que en 2007"
3078,"Spain","2007-01-12","El Pais","Print","Zapatero anuncia la puesta en marcha de un foro de debate sobre inmigración"
3079,"UK","2017-11-16","The Daily Telegraph","Print","Call for ban on 'foreign' election advert posts"
3080,"Spain","2009-11-06","ABC","Print","Salvamento Marítimo localizó la patera de Alicante 48 horas antes de ser
rescatada Un helicóptero la avistó el martes, pese a lo cual el Gobierno no
había previsto ayer una búsqueda activa"
3081,"Romania","2015-09-01","Romania Libera","Print","Consilierul preşedintelui Iohannis: Primii refugiați vor ajunge în România în NOIEMBRIE"
3082,"Spain","2008-11-05","ABC","Print","Llegan a Tenerife 65 inmigrantes rescatados de un cayuco procedente de
Mauritania Entre los «sin papeles» viajaban 20 posibles menores _ Todos llegaron
en buen estado de salud después de tres días de travesía"
3083,"UK","2015-03-31","mirror.co.uk","Online","Homeless paedophile lured schoolgirl into sex using bogus Facebook profile;
Illegal immigrant Banti Singh was jailed for seven years after admitting 12
counts of sexual activity with a child and three counts of child abduction at an
earlier hearing"
3084,"Spain","2005-06-01","El Pais","Print","Los menores inmigrantes podran estudiar en centros publicos si se empadronan"
3085,"Hungary","2015-02-24","Magyar Idök","Print","Bevándorlás és integráció: amit a rómaiaktól tanulhatunk"
3086,"Hungary","2016-12-28","Magyar Hirlap","Print","„Az erős Európa útja az uniós integráció"
3087,"Spain","2003-05-20","El Pais","Print","Cinco paises de la UE vinculan el terrorismo con las mafias de la inmigracion
clandestina"
3088,"Romania","2015-09-10","Romania Libera","Print","Ministrul de externe, explicaţii în Parlament pe teme imigranţilor"
3089,"Romania","2016-03-28","Romania Libera","Print","Ungaria avertizează că poate securiza rapid frontiera cu România pentru blocarea imigranţilor"
3090,"UK","2016-06-09","Metro","Print","Mr Big behind migrant death [...]"
3091,"Germany","2015-10-23","Welt Online","Online","Flüchtlingskrise;
Europa hat die eigene Krise nicht verstanden"
