"id","country","publication_date","source","source_type","headline"
1141,"Spain","2010-09-10","El Mundo","Print","París se resiste a la presión de la Eurocámara"
1142,"Spain","2015-06-19","El Pais","Print","Las guerras fuerzan el desplazamiento de 42.500 personas al día"
1143,"Spain","2012-11-15","El Mundo","Print","La apuesta por la reforma migratoria"
1144,"Germany","2015-12-23","taz","Print","LeserInnenbriefe;
taz.die tageszeitung | Rudi-Duts"
1145,"UK","2017-01-29","telegraph.co.uk","Online","EU summit: Another show of disunity looms as Europe's political elite fight to
keep union from tearing itself apart"
1146,"Germany","2017-01-18","Frankfurter Rundschau","Print","EU-Politiker geben sich kühl"
1147,"UK","2008-01-05","The Daily Telegraph","Print","Fabio, welcome to the asylum of English football"
1148,"Germany","2015-11-24","Welt Online","Online","Flüchtlingskrise;
CDU-Regierungschef pocht auf Obergrenzen-Beschluss"
1149,"Germany","2016-12-19","Welt Online","Online","Totes Kind in Flüchtlingsunterkunft;
Ursache noch unklar"
1150,"Spain","2004-08-14","El Mundo","Print","COSTA DE GRANADA.
8 metros, 62 personas."
1151,"UK","2015-03-18","mirror.co.uk","Online","Vikings were NOT the sex-mad marauders we thought, new DNA study suggests;
Horny helmeted Norsemen may have a reputation as sex-mad plunderers but they
never left enough offspring to have done so in Britain according to DNA studies"
1152,"Germany","2016-01-19","Welt Online","Online","Bürgerinitiativen;
Volksentscheid zu Flüchtlingen ist eine Option"
1153,"Germany","2015-02-02","Spiegel Online","Online","Der Kampf der Kulturen findet in Nigeria statt;"
1154,"Germany","2016-05-31","Frankfurter Rundschau","Print","IS rückt zur türkischen Grenze vor"
1155,"Germany","2008-02-01","taz","Print","Eine widersprüchliche Destination;
Nach Buenos Aires: Das Deutsche Auswandererhaus Bremerhaven widmet Argentinien
eine Sonderausstellung. Bekannt wurde das Land als Ziel für Nazi-Größen,
Zuflucht fanden dort aber auch deren potenzielle Opfer"
1156,"UK","2015-09-27","Daily Mirror","Print","'Love war victims'"
1157,"Germany","2002-10-07","taz","Print","Menschenjagd in Dunkerque;
In der nordfranzösischen Stadt erschießt ein Mann einen arabischen Einwanderer
und verletzt drei weitere"
1158,"Spain","2014-08-13","El Mundo","Print","Andalucía pide más apoyo a la UE ante la emergencia"
1159,"Germany","2010-12-10","Frankfurter Rundschau","Print","Die Würde der Inhaftierten;"
1160,"Germany","2013-08-08","taz","Print","Aufstand der Unsichtbaren;
RADIKAL In der Heimat traumatisiert, in Deutschland deprimiert. Warum sich immer
mehr Flüchtlinge gegen ihre Lage wehren"
1161,"Spain","2000-07-11","El Pais","Print","DETENIDOS EN CADIZ, MALAGA Y CEUTA 73 INMIGRANTES SIN DOCUMENTACION"
1162,"Germany","2015-09-29","Frankfurter Rundschau","Print","Zwei Chefs für die HWB"
1163,"UK","2008-03-21","The Guardian","Print","Hospital confirms first UK case of extreme drug-resistant tuberculosis: Glasgow
officials tracing Somali man's contacts: Epidemic unlikely but case highlights
disease's danger"
1164,"Germany","2014-11-22","taz","Print","55;
Betr.: Zahlen zur Flucht"
1165,"Spain","2000-12-04","El Pais","Print","UN MAGREBI MUERE POR EL DISPARO DE UN GUARDIA CIVIL TRAS DESEMBARCAR DE UNA
PATERA EN TARIFA;
 EL SUBDELEGADO DEL GOBIERNO EN CADIZ DICE QUE LA PISTOLA SE DISPARO
ACCIDENTALMENTE EN UN FORCEJEO"
1166,"UK","2014-11-14","The Daily Telegraph","Print","50-50 chance we quit EU, says Major"
1167,"Germany","2017-11-16","Welt Online","Online","53 Tage nach der Wahl;
Ich will, dass die Liberalen Regierung können"
1168,"Spain","2005-02-20","El Pais","Print","Sanidad afirma que aun hay 150.000 inmigrantes sin cartilla"
1169,"Spain","2001-02-23","El Pais","Print","ESCENA CONTEMPORANEA MUESTRA CRITICA SOCIAL, ESPERPENTO Y CONFIDENCIAS"
1170,"UK","2015-12-24","The Daily Telegraph","Print","Christian values make Britain haven for all faiths, says Cameron"
1171,"UK","2013-12-14","The Guardian","Print","Miliband ally: voters right to 'boot us out' in 2010"
1172,"UK","2011-07-27","The Daily Telegraph","Print","Camp still closed to Somali refugees;
World Bulletin"
1173,"Germany","2013-02-27","taz","Print","Jagd auf Illegale in der U-Bahn;
SCHWEDEN Die Polizei überprüft verstärkt Personen, denen sie unterstellt, keine
gültige Aufenthaltsgenehmigung zu haben. Ein Kriterium für die Kontrollen: die
Hautfarbe"
1174,"Spain","2004-07-05","El Pais","Print","150 'sin papeles' deciden terminar la huelga de hambre en Barcelona"
1175,"Spain","2013-06-11","ABC","Print","La familia de Oswaldo Payá se marcha a EE.UU."
1176,"Germany","2017-05-17","Spiegel Online","Online","Bamf-Nachkontrollen ergeben offenbar etliche Fehler"
1177,"Germany","2015-04-23","Frankfurter Rundschau","Print","Kicken als Mutmacher"
1178,"UK","2002-09-10","The Daily Telegraph","Print","Faith in crisis"
1179,"UK","2016-05-02","The Guardian","Print","Everybody should get a taste of life as a waiter;
If people realised how badly serving staff are treated by the public and their
employers they might realise how unfair Zizzi's tips move is"
1180,"UK","2015-11-01","The Guardian","Print","Britain should be ashamed by the death of Alois Dvorzac;
The story of a sick, confused 84-year-old, who died in custody following
detention at Harmondsworth, highlights the cruelty of our inhumane immigration
system"
1181,"Spain","2015-09-02","El Pais","Print","Si Europa fuera un país"
1182,"UK","2001-10-25","The Guardian","Print","Boat people blame police for tragedy"
1183,"UK","2016-07-31","mirror.co.uk","Online","Priest in Belgium stabbed 'by asylum seeker in his own home after letting him in
to use shower';
Jos Vanderlee, 65, suffered injuries to his hands during a robbery in Lanaken,
Belgium, at around 2.40pm local time this afternoon"
1184,"UK","2001-03-09","The Guardian","Print","Eurostar asylum seekers flee"
1185,"Spain","2012-04-29","El Pais","Print","El negocio de la sanidad"
1186,"UK","2017-10-09","The Daily Telegraph","Print","Refugees top policy agenda as Merkel tries to unite party"
1187,"UK","2003-05-27","The Guardian","Print","Refugee sews up his lips, eyes and ears"
1188,"UK","2008-06-04","The Daily Telegraph","Print","Worldstage The Poles are going home to do their own building work"
1189,"UK","2017-02-13","telegraph.co.uk","Online","Donald Trump maintains hard line on refugees as Justin Trudeau says he will not
'lecture' the US president"
1190,"UK","2014-04-25","telegraph.co.uk","Online","Face of Ukip is EU immigrant;
Builder out of work due to immigration in Ukip advert is 'hardworking' Irish
immigrant, party believes"
1191,"Germany","2013-11-07","Frankfurter Rundschau","Print","Wohnen in Containern"
1192,"Spain","2005-10-02","El Pais","Print","Los inmigrantes aportan al fisco navarro 136 millones"
1193,"UK","2014-09-09","telegraph.co.uk","Online","Calais mayor 'may use British fences to block port';
Natacha Bouchart, the mayor of Calais, pokes fun at a British offer to send the
security fences used at last week's Nato summit to the French port to help stop
illegal immigrants trying to reach Britain"
1194,"Germany","2012-04-03","Spiegel Online","Online","Sieben Städte beschließen gemeinsames Gedenken"
1195,"Spain","2016-02-24","ABC","Print","Bélgica cierra la frontera a los refugiados expulsados de Calais;
El desmantelamiento del campamento fue suspendido por un juez a última hora"
1196,"UK","2015-10-29","The Guardian","Print","Coalition will not be 'bullied' on border protection, says Peter Dutton;
Immigration minister says Australia will not 'water down' policies despite
Amnesty International claims officials engaged in people smuggling"
1197,"Germany","2016-09-20","Welt Online","Online","Hoyerswerda;
Einheimische und Flüchtlinge geraten aneinander"
1198,"Spain","2007-07-17","ABC","Print","Más de 200 subsaharianos alcanzaron ayer Canarias a bordo de dos cayucos"
1199,"Germany","2017-08-03","Welt Online","Online","Bulgarien;
Richter sprechen Flüchtlingsjäger wegen fehlender Beweise frei"
1200,"UK","2007-09-26","The Daily Telegraph","Print","Police guard at school in immigrant feud"
1201,"UK","2015-07-24","telegraph.co.uk","Online","Hats the way to do it! Eyecatching headgear, in pictures;
Normally all discussions about billionaire presidential hopeful Donald Trump's
head are about his hair, but the businessman's barnet was trumped on his tour of
the Mexican border by his astonishing baseball cap. Instead of people discussing
issues surrounding immigration as he had hoped, the Twittersphere erupted with
chatter over his fashion faux-pas with his Make America Great Again! hat. Here
are some other hats from the archive that have turned heads."
1202,"UK","2002-01-25","Daily Mirror","Print","ASYLUM SEEKER IN 50FT JUMP THREAT;
 MAN TRASHES FLAT THEN TELLS GARDAI: SEND ME UP A PINT"
1203,"UK","2012-08-15","The Daily Telegraph","Print","Illegal immigrant jailed for £47,000 benefit scam;
In Brief"
1204,"Spain","2004-02-27","El Pais","Print","300 expertos analizan un presente incierto en el sexto Congreso de Sociologia"
1205,"Germany","2015-10-21","Welt Online","Online","Allensbach-Umfrage;
Jeder Zweite bescheinigt dem Staat Realitätsverlust"
1206,"Germany","2010-05-12","taz","Print","Das weckt Ängste;
ERDERWÄRMUNG WissenschaftlerInnen wollen die Debatte um Klimaflüchtlinge
versachlichen HEUTE IN BREMEN"
1207,"Germany","2016-07-21","Frankfurter Rundschau","Print","Sportcoaches für Flüchtlinge"
1208,"UK","2017-06-15","telegraph.co.uk","Online","'He survived Assad only to be killed in a tower block in London': First victim
of Grenfell fire is Syrian refugee Mohammed al-Haj Ali"
1209,"Germany","2015-11-09","taz","Print","Niemand integriert sich zeitlich begrenzt;
Kommentar von Christian Rath zu de Maizières Wende beim Asylrecht"
1210,"Spain","2016-03-18","El Pais","Print","Qué criterios debe cumplir un país seguro"
1211,"UK","2013-09-26","The Daily Telegraph","Print","Sex education updated for the internet age;
Labour Party conference SCHOOLS"
1212,"UK","2002-03-14","The Daily Telegraph","Print","Africans offered pounds 4m to take asylum seekers"
1213,"Spain","2002-06-11","El Mundo","Print","400 inmigrantes se encierran en una universidad de Sevilla"
1214,"UK","2016-10-07","mirror.co.uk","Online","Shameless Tory Amber Rudd slammed by her own BROTHER for 'appalling' attack on
foreign workers;
PR chief Roland Rudd slammed the Government following his sister's plan to force
firms to publish lists of all foreign staff"
1215,"UK","2016-12-23","The Daily Telegraph","Print","Obama scraps Muslim tracking system"
1216,"UK","2015-01-30","The Daily Telegraph","Print","Foreign-born voters could hold key to election"
1217,"UK","2009-05-16","The Guardian","Print","Saturday Review: FICTION: The lost: Stevie Davies applauds a sympathetic
portrayal of modern London's immigrant underclass: Hearts and Minds by Amanda
Craig 422pp, Little, Brown, £17.99"
1218,"UK","2005-07-26","The Daily Telegraph","Print","Brazilian victim was here legally, insists Straw"
1219,"Spain","2009-09-12","El Pais","Print","Cádiz, tierra de documentales Inmigrantes y excluidos protagonizan las películas
del festival Alcances"
1220,"Spain","2007-05-28","ABC","Print","SECTION: ESPANA"
1221,"Spain","2004-08-11","El Pais","Print","Once detenidos en Alicante por explotar a 'sin papeles'"
1222,"UK","2011-10-25","telegraph.co.uk","Online","It's gloves off for Perry and Romney"
1223,"Germany","2016-12-21","taz","Print","Eigentlich alles okay;
GESELLSCHAFT Eine neue Studie hat den sozialen Zusammenhalt in den verschiedenen
Ortsteilen Bremens untersucht. Das Ergebnis: Die meisten sind mit vielem
zufrieden"
1224,"UK","2008-12-02","The Daily Telegraph","Print","Free phones for migrants"
1225,"UK","2005-01-25","The Guardian","Print","Howard stirs up migrant storm: UN and EU condemn plans as unworkable"
1226,"UK","2004-12-20","The Daily Telegraph","Print","Why I'll be voting in favour of the Identity Cards Bill"
1227,"UK","2016-09-22","The Guardian","Print","Code of race ethics proposed for parliament to counter rise of One Nation;
Exclusive: Labor weighs plan to invite parliamentarians to sign up to a set of
principles respecting diversity and truthfulness"
1228,"UK","2016-02-19","mirror.co.uk","Online","Labour facing meltdown with working class voters over mass immigration warns
Michael Dugher;
The MP - sacked by Jeremy Corbyn as Shadow Culture Secretary - launched a
broadside after the number of EU workers in Britain topped 2million"
1229,"Germany","2013-04-12","Frankfurter Rundschau","Print","Deutsche Tradition bei Türken;
Bockenheim Das Türkische Volkshaus ist seit 1965 eine Brücke der Kulturen"
1230,"UK","2015-12-10","The Guardian","Print","Cameron fails to win support of Polish PM for his plan to change EU benefit
rules - Politics live;
Rolling coverage of all the day's political developments as they happen"
1231,"UK","2009-09-18","The Daily Telegraph","Print","'Will she be fined just as we were?'"
1232,"UK","2017-10-23","The Guardian","Print","UK plan to register EU citizens would be illegal, say MEPs;
Britain will have to register 'everyone or no one' in Brexit transition, says
cross-party group after Amber Rudd outlines plans"
1233,"Germany","2017-07-06","Frankfurter Rundschau","Print","Wiens Fantasien, Roms Leid"
1234,"Spain","2008-10-23","ABC","Print","La crisis, en carne y hueso"
1235,"Germany","2004-12-03","taz","Print","Caritas muss sich selber helfen ;
Die Kölner Caritas ist zum Sparen gezwungen. 60 Stellen sind gestrichen, einige
Einrichtungen geschlossen. In Zukunft will sich der Verband daher von
öffentlichen und kirchlichen Geldgebern unabhängiger machen und verstärkt
Spenden sammeln"
1236,"UK","2011-11-22","telegraph.co.uk","Online","Immigration Q&A;
Ministers have decided to keep the points-based system, which was introduced by
Labour in 2008, but are making the criteria much tougher."
1237,"Spain","2000-04-30","El Pais","Print","LOS INMIGRANTES ENCERRADOS EN ALMERIA ANUNCIAN UNA HUELGA DE HAMBRE CC OO Y UGT
CONVOCAN MANANA UNA MANIFESTACION"
1238,"UK","2007-06-07","The Guardian","Print","Comment & Debate: Comment is free at the G8 summit: The German police will not
intimidate us"
1239,"Germany","2015-05-27","taz","Print","Flüchtlinge aus Vietnam abgewiesen;
AUSTRALIEN"
1240,"Germany","2015-07-29","Welt Online","Online","Flüchtlingsansturm;
Briten wollen Eurotunnel besser absichern"
1241,"UK","2017-09-21","telegraph.co.uk","Online","Theresa May's Brexit speech in Florence- what to expect, and how the EU will
react"
1242,"Spain","2010-05-15","El Pais","Print","Detenidos cinco soldados en Melilla por traficar con inmigrantes"
1243,"UK","2014-03-14","telegraph.co.uk","Online","Britons 'would need passport to visit an independent Scotland';
Theresa May, the Home Secretary, says border controls would be created between
England and Scotland under Alex Salmond's independence blueprint"
1244,"Germany","2008-01-25","Frankfurter Rundschau","Print","Nachrichten"
1245,"Spain","2006-05-30","El Pais","Print","Nueve paises europeos ayudaran a Espana a patrullar las costas de Africa
occidental"
1246,"Spain","2009-04-27","El Pais","Print","La crisis económica frena en seco la llegada de inmigrantes irregulares"
1247,"UK","2006-04-17","The Guardian","Print","BNP 'needs 5% swing to win 70 council seats': White working class losing faith
in Labour, says MP: Party strongest in London, Yorkshire and Lancashire"
1248,"Germany","2013-03-28","taz","Print","Härter als zu CDU-Zeiten;
AUFENTHALT Gericht befindet Umgang der Ausländerbehörde mit schwangerem
Flüchtling für rechtswidrig. Unter der CDU war es laut Ärztekammer humaner"
1249,"Spain","2016-02-12","El Pais","Print","La OTAN enviará buques de guerra al Egeo contra el tráfico de refugiados"
1250,"Germany","2005-05-10","Frankfurter Rundschau","Print","KOMMENTAR   ;
Gedenken"
1251,"UK","2016-05-28","The Daily Telegraph","Print","Gentler touch as EU rivals seek rural vote;
Europe 2016 ; David Cameron vows to drop personal attacks for last 30 days of EU
referendum campaign"
1252,"Spain","2006-05-22","El Mundo","Print","EL DEBATE SOBRE LOS 'ILEGALES' / Las reformas legislativas / ITALIA.
Carcel para los 'ilegales' expulsados y reincidentes."
1253,"Spain","2005-01-14","El Pais","Print","El Supremo de EE UU declara ilegal la detencion de 700 cubanos"
1254,"UK","2012-08-30","telegraph.co.uk","Online","Student visas - the Government continues to do the right thing over immigration"
1255,"Spain","2005-09-08","El Pais","Print","Interior ordena elevar hasta seis metros toda la valla de Melilla"
1256,"UK","2011-06-21","The Guardian","Print","Roman refugee camp for fleeing natives found near Hadrian's Wall"
1257,"UK","2004-06-20","Daily Mirror","Print","END OF THE LINE;
 FIFTY-SEVEN IRISH NAVVIES WERE BURIED HERE 170 YEARS AGO, ALLEGEDLY"
1258,"Spain","2005-02-13","El Pais","Print","ALEMANIA Sin cambios desde 1996"
1259,"Spain","2000-11-06","El Pais","Print","EL RIESGO SANITARIO TAMBIEN VIAJA EN YATE"
1260,"Spain","2013-08-27","El Mundo","Print","Cuba impidió que Snowden llegara a Latinoamérica"
1261,"UK","2008-05-08","The Daily Telegraph","Print","Foreign criminals work at airports unchecked"
1262,"UK","2015-09-11","mirror.co.uk","Online","Enquiry launched after cops hurl food at hungry refugees - but officials are
already making excuses;
The shocking footage taken at a cramped holding camp on the border of Hungary
and Austria showed police in hygeine masks throwing food at the desperate crowd"
1263,"UK","2016-10-08","The Guardian","Print","Charity takes legal action against Home Office over child refugees;
Help Refugees says ministers have breached duties to unaccompanied children,
exposing them to 'serious risks'"
1264,"Germany","2015-09-04","Spiegel Online","Online","Schwerverletzter nach Brand in Flüchtlingsheim;"
1265,"UK","2014-12-21","The Guardian","Print","Asylum seeker children on Christmas Island transferred to detention in Darwin;
Last children and their families brought to mainland as part of a deal between
the government and Senate crossbenchers to reintroduce temporary protection
visas"
1266,"Spain","2010-11-11","El Pais","Print","Más de la mitad de los vascos asocia inmigración con inseguridad"
1267,"UK","2004-06-09","Daily Mirror","Print","BIG BROTHER: MARCO IS A JOKE AND AN EMBARRASSMENT.. VOTE HIM OUT;
 AND THAT'S FROM HIS MUM!"
1268,"UK","2008-04-01","The Guardian","Print","Row as Lords committee backs cap on immigration: Lords backing for Tory cap on
immigration"
1269,"UK","2006-03-28","Daily Mirror","Print","REFUGEE ABUSE RISK"
1270,"Germany","2015-08-11","Spiegel Online","Online","Uno bringt Kontrahenten zurück an den Verhandlungstisch;"
1271,"UK","2014-01-02","The Guardian","Print","Undercutting wages: UK staff need protection - Labour"
1272,"UK","2014-02-18","telegraph.co.uk","Online","We need a serious, calm conversation about immigration - not a big row"
1273,"Germany","2015-11-28","Spiegel Online","Online","Trump verliert bei Republikanern an Unterstützung;"
1274,"UK","2016-07-09","The Guardian","Print","France's and Portugal's colonial heritage brings African flavour to Euro 2016;
Sunday night's final at the Stade de France will feature two nations with
several players whose families have made their homes in the modern Europe"
1275,"Spain","2007-11-30","ABC","Print","Los rumanos retornarían si conservaran al menos el 60% de su salario español
Inmigración estimulará el regreso voluntario a Rumanía de los trabajadores
«ilegales»"
1276,"Germany","2016-02-13","Frankfurter Rundschau","Print","Konsum bleibt Wachstumsmotor"
1277,"Germany","2015-11-18","taz","Print","Ans Angeln denkt keiner&quot;;
Die drei Fragezeichen"
1278,"Spain","2016-02-03","El Pais","Print","¿Está Daesh ganando la guerra?"
1279,"Spain","2005-10-09","El Pais","Print","El 80% de los sacerdotes catolicos de Ucrania estan casados"
1280,"Germany","2016-12-06","Spiegel Online","Online","Mann soll für zwei Sexualdelikte verantwortlich sein"
1281,"UK","2016-04-25","mirror.co.uk","Online","May's Day in the battle for Brexit: The Mirror Politics morning briefing;
This is the Mirror Politics Morning Newsletter, a brief guide to today's
political events. Sign up to get it in your inbox"
1282,"Germany","2015-06-08","taz","Print","Geldsegen für die n��chsten fünf Jahre;
ANTIDISKRIMINIERUNG Ein neues Projekt des Migrationsrats Berlin-Brandenburg
gegen Mehrfachdiskrimi- nierung wird vom Familienministerium gefördert. Das ruft
neben Freude auch Bedenken hervor"
1283,"Germany","2008-02-07","taz","Print","Nur Mittelmaß bei der Integration;
Deutschland unter 28 Staaten auf Platz 14. Minuspunkte für erschwerte
Einbürgerung"
1284,"Germany","2015-12-09","Welt Online","Online","Schlechte Arbeit?;
Flüchtlingsamtschef wehrt sich jetzt persönlich"
1285,"Germany","2004-05-26","taz","Print","Aus für Straßenköterblond;
Reiseunternehmer und SPD-Europakandidat Vural Öger hat sich unbeliebt gemacht:
Weil er so flapsig wie ironisch den gering ausgeprägten Wunsch deutscher Frauen
nach Kindern kommentierte"
1286,"Spain","2015-01-23","El Pais","Print","El hogar en un barracón nazi"
1287,"UK","2016-11-05","Daily Mirror","Print","(EURO)15k asylum cash seized;
AROUND THE WORLD"
1288,"Germany","2003-08-21","Die Welt","Print","Islamunterricht"
1289,"UK","2012-09-24","telegraph.co.uk","Online","Switzerland tax system set for overhaul;
Wealthy foreigners can still enjoy special low-tax rates in Switzerland but the
amount they pay is set to increase."
1290,"Germany","2001-10-11","Die Welt","Print","Das Einwanderungsgesetz kommt"
1291,"Spain","2000-11-19","El Pais","Print","EL SUPREMO NIEGA QUE LOS ANTECEDENTES IMPIDAN OBTENER LA NACIONALIDAD CHAVES
CREE QUE LA COMUNIDAD ANDALUZA PODRA ACOGER A 50.000 INMIGRANTES"
1292,"UK","2016-03-03","The Guardian","Print","Stars sign up as buddies to help Calais children reunite with UK families;
Jude Law and Benedict Cumberbatch among celebrities to sponsor child refugees as
their 'buddy', pay legal costs and urge authorities to give them safe passage"
1293,"UK","2001-04-05","The Daily Telegraph","Print","Daley decides it's time to escape from the Maze The high priestess of Radio 4's
weekly inquisition tells Matt Born why she has decided to move on"
1294,"UK","2016-05-30","Daily Mirror","Print","Blair: Out not the answer"
1295,"UK","2016-09-12","telegraph.co.uk","Online","Resettling 20,000 Syrian refugees in Britain will cost nearly two billion
pounds, says watchdog"
1296,"Spain","2013-03-03","El Pais","Print","Dos muertos y dos desaparecidos en un naufragio en el estrecho de Gibraltar"
1297,"Spain","2004-11-27","El Pais","Print","La interculturalidad centra el congreso de educacion e inmigracion"
1298,"Germany","2015-09-24","Spiegel Online","Online","Sie hatten keine Ahnung;"
1299,"UK","2012-06-11","The Guardian","Print","Comment: Back to the nasty party: Theresa May is boasting of a plan to split up
thousands of families, but only if they are poor"
1300,"Spain","2015-10-06","ABC","Print","MERKEL Y LA TIRANÍA SENTIMENTAL"
1301,"Spain","2014-02-19","El Pais","Print","Interior cambiará la ley para facilitar la devolución en caliente de inmigrantes"
1302,"Germany","2015-08-14","Welt Online","Online","Rechtsextremismus;
Caffier verweigert NPD Besuch in Flüchtlingsheim"
1303,"Spain","2016-02-11","ABC","Print","La UE aumenta la presión para que Grecia controle su frontera;
Los ministros de defensa de la OTAN discuten hoy si pueden intervenir en la
crisis"
1304,"Spain","2006-09-04","El Pais","Print","Llegan a Canarias 2.283 africanos en otra gran oleada migratoria entre el jueves
y el domingo"
1305,"Spain","2004-05-29","El Pais","Print","Detenido un capitan acusado por marineros de abandonar a cuatro polizones en
alta mar"
1306,"UK","2014-03-26","telegraph.co.uk","Online","Clegg v Farage: tonight's debate proves that Euroscepticism has come of age"
1307,"Germany","2006-01-27","Frankfurter Rundschau","Print","Deutsch auf dem Schulhof   ;
Ein Berliner Integrationsstreit"
1308,"Spain","2008-06-13","ABC","Print","Avalancha de críticas a la Junta por su giro político con los menores
inmigrantes Múgica dice que la circular instando a dilatar la declaración de
desamparo va contra la Ley del Menor y Chamizo recuerda a la Consejería que es
obligatoria"
1309,"Spain","2012-09-23","El Pais","Print","Rubalcaba avisa a Galicia: Agarraos los machos si Rajoy ve consolidada su
política"
1310,"Germany","2008-04-24","Frankfurter Rundschau","Print","Die Kinder mit den Koffern    ;
In Italien kommen immer mehr minderjährige Flüchtlinge an / Sogar Babys ohne
Eltern in den Booten"
1311,"Spain","2015-12-24","El Pais","Print","Natividad europea"
1312,"UK","2013-11-28","The Daily Telegraph","Print","Boris: Some people too stupid to get on"
1313,"UK","2017-01-30","The Guardian","Print","Anti-Trump petition to stop UK state visit passes 1m signatures;
As online campaign gathers support, Downing Street confirms PM will not be
withdrawing invitation to US president"
1314,"UK","2013-07-13","telegraph.co.uk","Online","Keith Vaz: Immigration backlog 'totally unnacceptable';
After a report reveals that the Home Office's immigration backlog will take
until the year 2050 to clear at current rates, Keith Vaz, Chair of the Home
Affairs Select Committee, says the border service needs a change of culture."
1315,"Germany","2014-11-04","Frankfurter Rundschau","Print","Tanzen, essen, unterstützen"
1316,"UK","2000-06-01","Daily Mirror","Print","REFUGEES' RACE PLIGHT"
1317,"UK","2016-03-17","The Daily Telegraph","Print","Is this the end for the Republican elite?;
The party hierarchy may not approve, but Trump has energised voters who feel
ignored and belittled"
1318,"Spain","2014-08-31","ABC","Print","España y Francia piden a la UE un coordinador de inmigración"
1319,"Spain","2006-07-08","El Mundo","Print","Amnistia denuncia las condiciones de los internados en los centros canarios."
1320,"Spain","2015-12-15","El Pais","Print","Todos los partidos se olvidan de los inmigrantes en sus listas electorales"
1321,"Spain","2006-01-26","El Pais","Print","Tres policias sostienen que no estan obligados a comunicar la expulsion de 'sin
papeles' a sus letrados"
1322,"Germany","2016-11-20","Welt Online","Online","Zippert zappt;
Mülltrennung ist die deutsche Leitkultur schlechthin"
1323,"UK","2017-08-12","telegraph.co.uk","Online","Britain will not stay in EU by the back door, Philip Hammond and Liam Fox
jointly declare"
1324,"UK","2016-09-12","The Guardian","Print","Croatia's election is a warning about the return of nationalism to the Balkans;"
1325,"Spain","2009-12-16","El Pais","Print","La crisis acentúa la percepción de que la inmigración lastra el bienestar social"
1326,"Spain","2006-01-30","El Pais","Print","La ministra holandesa de Inmigracion quiere que en la calle solo se hable
holandes"
1327,"UK","2001-10-20","The Daily Telegraph","Print","Blunkett wins fight to detain asylum seekers"
1328,"Spain","2017-12-04","El Mundo","Print","Rescatados 164 inmigrantes en el Estrecho"
1329,"Spain","2007-03-09","El Pais","Print","Rescatado al sur de Tenerife un cayuco con 49 'sin papeles', tres de ellos
muertos"
1330,"UK","2016-02-15","The Guardian","Print","#LetThemStay protest takes to Sydney harbour in fight for 267 asylum seekers;
Demonstrators hang banner across two boats as part of action to stop Turnbull
government sending babies and families back to Nauru and Manus Island"
1331,"Germany","2006-05-10","taz","Print","Die Geschichte von Ayse"
1332,"UK","2017-02-10","telegraph.co.uk","Online","Berlin Christmas market attacker was a 'ladies man and a charmer' before being
radicalised in prison"
1333,"Germany","2013-10-22","Welt Online","Online","Hamburg;
Neue Aufenthaltsoption für Lampedusa-Flüchtlinge"
1334,"UK","2008-11-12","Metro","Print","200,000 CUT IN MIGRANTS"
1335,"Spain","2007-02-02","El Mundo","Print","Madres de victimas de cayucos piden ayuda economica a Espana.
Han creado una asociacion para combatir la emigracion clandestina Organizan
proyectos que disuaden a los jovenes de viajar a Canarias."
1336,"Germany","2016-11-01","Frankfurter Rundschau","Print","Oper mit Asylsuchenden"
1337,"UK","2015-12-07","telegraph.co.uk","Online","Majority of Americans support sending ground troops to fight Isil;
New poll shows opinion shifting toward boots on the ground as new photograph
emerges of San Bernardino killers"
1338,"Germany","2016-05-27","taz","Print","Agentur: Wieder Zulauf im Dschungel von Calais;
Frankreich"
1339,"Germany","2017-09-04","Spiegel Online","Online","Trump könnte Dreamer-Programm beenden"
1340,"UK","2003-07-24","The Daily Telegraph","Print","Identity cards won't stop the terrorists: they're only a fig leaf There are both
practical and principled reasons for opposing David Blunkett's plan, says
Stephen Robinson"
1341,"Germany","2006-08-12","Frankfurter Rundschau","Print","Weniger werden eingebürgert    ;
Türken stellen nach wie vor die größte Gruppe in Hessen"
1342,"Spain","2006-10-03","El Pais","Print","ANTONIO RUIZ Cinco subsaharianos, 'atrapados' en la valla de Melilla"
1343,"Germany","2016-10-02","Welt Online","Online","Sachsen;
Angriffe auf muslimische Einrichtungen nehmen zu"
1344,"UK","2015-10-31","mirror.co.uk","Online","Sadness of the Calais Jungle as makeshift cemetery of simple wooden crosses
grows;
28 refugees have died at the French port, and that number could grow as
immigrants continue to flood into the temporary community, reports Patrick Hill
from Calais"
1345,"UK","2017-08-09","The Guardian","Print","Manus Island asylum seeker death: family want autopsy in Australia;
Family say foul play can't be ruled out in Hamed Shamshiripour's death, whose
deteriorating mental health issues had been raised high up in immigration
department"
1346,"Spain","2010-01-28","ABC","Print","Reglamento de Extranjería Se denegará la reagrupación familiar de inmigrantes si
la casa no reúne condiciones Manuel Chaves, sin embargo, asegura que vivir en un
«piso patera» no será obstáculo para empadronarse"
1347,"Spain","2003-08-02","El Pais","Print","La muerte de 10 inmigrantes eleva a 25 las victimas de pateras en dos noches en
Canarias"
1348,"Spain","2008-11-22","ABC","Print","Echan a una niña inmigrante de un centro y deportan a la madre sin saberlo el
padre"
1349,"Spain","2015-08-29","El Pais","Print","¿Inmigrantes o refugiados?"
