"id","country","publication_date","source","source_type","headline","headline_mt","m_fr_eco","m_fr_lab","m_fr_wel","m_fr_sec"
3083,"UK","2015-03-31","mirror.co.uk","Online","Homeless paedophile lured schoolgirl into sex using bogus Facebook profile;
Illegal immigrant Banti Singh was jailed for seven years after admitting 12
counts of sexual activity with a child and three counts of child abduction at an
earlier hearing","Homeless paedophile lured schoolgirl into sex using bogus Facebook profile;
Illegal immigrant Banti Singh was jailed for seven years after admitting 12
counts of sexual activity with a child and three counts of child abduction at an
earlier hearing",0,1,0,1
3084,"Spain","2005-06-01","El Pais","Print","Los menores inmigrantes podran estudiar en centros publicos si se empadronan","Immigrant minors can study in public centers if they register",0,0,1,0
3085,"Hungary","2015-02-24","Magyar Idök","Print","Bevándorlás és integráció: amit a rómaiaktól tanulhatunk","Immigration and integration: what can we learn from the Romans",0,0,0,0
3086,"Hungary","2016-12-28","Magyar Hirlap","Print","„Az erős Európa útja az uniós integráció","A strong Europe on the path of EU integration",0,0,0,0
3087,"Spain","2003-05-20","El Pais","Print","Cinco paises de la UE vinculan el terrorismo con las mafias de la inmigracion
clandestina","Five EU countries link terrorism with the mafias of immigration
clandestine",0,0,0,1
3088,"Romania","2015-09-10","Romania Libera","Print","Ministrul de externe, explicaţii în Parlament pe teme imigranţilor","Foreign Minister explain to Parliament on issues of immigrants",0,0,0,0
3089,"Romania","2016-03-28","Romania Libera","Print","Ungaria avertizează că poate securiza rapid frontiera cu România pentru blocarea imigranţilor","Hungary warns that it can quickly secure the border with Romania to block immigrants",0,0,0,1
3090,"UK","2016-06-09","Metro","Print","Mr Big behind migrant death [...]","Mr Big behind migrant death [...]",0,0,0,0
3091,"Germany","2015-10-23","Welt Online","Online","Flüchtlingskrise;
Europa hat die eigene Krise nicht verstanden","Refugee crisis;
Europe did not understand its own crisis",0,0,0,0
3092,"Hungary","2015-08-24","Magyar Hirlap","Print","Tehetetlen a brüsszeli bürokrácia","Inertia of the bureaucracy in Brussels",1,0,0,0
3093,"Germany","2004-12-07","Frankfurter Rundschau","Print","Körperverletzung   ;
36-Jähriger erleidet Stichwunde am Rücken","Mayhem   ;
36-year-old suffered stab wound on his back",0,0,1,0
3094,"Germany","2015-08-14","Welt Online","Online","Mittelmeer-Einsatz;
Bundeswehr erstellt Personenprofile von Flüchtlingen","Mediterranean insert;
Bundeswehr creates profiles of refugees",0,0,0,1
3095,"Poland","2004-06-30","Gazeta Wyborcza","Print","Praca w Wielkiej Brytanii","Work in the UK",1,1,0,0
3096,"Spain","2009-02-08","ABC","Print","Intenso fin de semana en Suiza Rajoy, en busca del voto emigrante","Intense weekend in Switzerland Rajoy, in search of the emigrant vote",0,0,0,0
3097,"Romania","2015-09-09","Evenimentul Zilei","Print","Klaus Iohannis s-a grăbit să aunţe că primim doar 1.700 de imigranţi . Liderii de la Bruxelles vor trimite mai mulţi refugiaţi în România. FOTO: Presa franceză prezintă harta detaliată cu cotele stabilite de Comisia Europeană pentru fiecare ţară","Klaus Johannis rushed to Auntie that receive only 1,700 immigrants . Leaders in Brussels will send more refugees in Romania. Photo: French press submit detailed map quotas set by the European Commission for each country",1,0,0,0
3098,"Romania","2017-06-11","Ziarul Financiar","Print","Cehia nu va mai accepta refugiaţi , deşi face parte din sistemul UE de cote obligatorii","Czech Republic will no longer accept refugees , although part of the EU system of mandatory quotas",0,0,0,0
3099,"UK","2010-04-30","Metro","Print","Immigration: Does anyone have a leg to stand on?;
Leaders' debate 3: The I-word prompts angriest clashes","Immigration: Does anyone have a leg to stand on?;
Leaders' debate 3: The I-word prompts angriest clashes",1,1,0,1
3100,"Spain","2006-05-01","El Pais","Print","MODOU DIOP / Senegales, 25 anos Por honor, no puedo volver con menos de lo que
tenia","MODOU DIOP / Senegalese, 25 years  For honor, I can not return with less than what
had",1,1,0,0
3101,"UK","2008-11-12","The Guardian","Print","National: 200,000 jobs barred to non-European migrants","National: 200,000 jobs barred to non-European migrants",0,1,0,0
3102,"Germany","2017-02-14","taz","Print","Syrische Familie rechtswidrig abgeschoben;
MIGRATION Eine syrische Familie ist aus der Region Hannover nach Bulgarien
abgeschoben worden. Zu Unrecht, sagt ein Gericht. Der Flüchtlingsrat fordert
Niedersachsens Innenminister Pistorius auf, die Familie zurückzuholen. Die
Behörde sieht sich aber im Recht","Syrian family unlawfully deported;
MIGRATION A Syrian family is from the Hannover region to Bulgaria
been deported. Wrong, says a court. The Refugee Council demands
Lower Saxony's Interior Minister Pistorius to bring the family back. The
But authority is in the right",0,0,0,0
3103,"Sweden","2015-12-07","Aftonbladet","Print","Ska vi släcka ljuset för dem som är i nöd?","Shall we turn off the light of those in need?",0,0,0,1
3104,"Germany","2004-02-25","taz","Print","Türkischer Realismus;
eu-beitritt","Turkish realism;
eu accession",1,0,0,0
3105,"Germany","2016-08-12","taz","Print","LeserInnenbriefe;
taz.die tageszeitung | Rudi-Duts","Readers letters;
taz.the daily paper | Rudi-Duts",0,0,0,0
3106,"Spain","2006-05-25","El Pais","Print","Interior adopta medidas de urgencia ante la ola de robos violentos en chales","Interior adopts emergency measures before the wave of violent robberies in shawls",0,0,0,1
3107,"Hungary","2013-04-02","Nepszabadsag","Print","Esküdj a királyra! - Új, szigorúbb követelményeknek kell majd megfelelnie annak, aki állampolgárságért folyamodik","Swear to the king! - it will have to meet the new, stricter requirements who applies for citizenship",0,1,1,1
3108,"Hungary","2016-09-27","Nepszava","Print","Következmények","consequences",0,0,0,0
3109,"Romania","2017-08-27","Ziarul Financiar","Print","Angela Merkel nu regretă deciziile în materie de imigraţie","Angela Merkel does not regret decisions on immigration",0,0,0,0
3110,"Germany","2017-07-29","Frankfurter Rundschau","Print","Verwirrung über Anti-Schleuser-Mission","Confusion about anti-smuggling mission",1,0,0,1
3111,"Poland","2006-08-25","Rzeczpospolita","Print","Słowaczkę zatrudnię","Slovakian zatrudnię",0,1,0,1
3112,"Poland","2007-04-29","Gazeta Wyborcza","Print","Bush o Castro: Panowanie każdego tyrana kończy się","Bush on Castro: The rule of each tyrant ends",0,1,0,1
3113,"UK","2005-01-25","The Guardian","Print","Howard stirs up migrant storm: UN and EU condemn plans as unworkable","Howard stirs up migrant storm: UN and EU condemn plans as unworkable",0,0,0,0
3114,"Hungary","2016-09-15","Magyar Hirlap","Print","Verbális ámokfutás: visszaütött a hazánk elleni provokáció","Verbal amuck: backfired provocation against our country",0,0,0,1
3115,"UK","2013-02-28","Daily Mirror","Print","Migrants in crime spree;
ARRESTS","Migrants in crime spree;
ARRESTS",0,0,0,0
3116,"Spain","2015-04-02","El Pais","Print","Rajoy cita a 600 cargos para relanzar al PP","Rajoy cites 600 charges to relaunch the PP",0,0,1,0
3117,"Germany","2001-05-23","taz","Print","Radfahren für Migrantinnen","Cycling for migrants",0,0,0,0
3118,"Sweden","2015-08-30","Svenska Dagbladet","Print","Misstänkta smugglare riskerar fängelsestraff","Suspected smugglers risk prison sentences",0,0,0,1
3119,"Sweden","2002-09-09","Svenska Dagbladet","Print","Fler unga flyktingar försvinner","More young refugees disappear",0,0,0,0
3120,"Sweden","2016-01-11","Expressen","Print","Löfven får id-kritik av Röda korset","Lövven gets id criticism of the Red Cross",0,0,0,0
3121,"Sweden","2015-08-21","Aftonbladet","Print","Migrationsministern: Mer resurser till 2016","Migration Secretary: More resources to 2016",1,0,1,0
3122,"Romania","2009-05-01","Ziarul Financiar","Print","Imigrantii din Est aduc 50 mld. euro la PIB-ul UE","Immigrants in the East bring € 50bn to EU GDP",1,1,0,0
3123,"UK","2017-09-21","Daily Mirror","Print","Oz refugees head to US;
AROUND THE WORLD","Oz refugees head to US;
AROUND THE WORLD",0,0,0,0
3124,"Germany","2017-06-15","Welt Online","Online","LKA;
2016 gab es erstmals mehr Kriminalität in MV","LKA;
For the first time in 2016, there was more crime in MV",0,0,0,1
3125,"Germany","2004-06-22","Spiegel Online","Online","Kurzgeschichten aus dem Asylheim - Mehmet","Short stories from the asylum home - Mehmet",0,1,0,1
3126,"UK","2015-04-14","The Guardian","Print","Belfast nail salon hit by 'racist' arson attack;
Lithuanian-owned business extensively damaged in what is believed to be the
latest incident targeting the city's immigrant population","Belfast nail salon hit by 'racist' arson attack;
Lithuanian-owned business extensively damaged in what is believed to be the
latest incident targeting the city's immigrant population",0,0,0,0
3127,"Romania","2013-11-16","Romania Libera","Print","The Economist: Marea Britanie se teme de români, dar e invadată de imigranţi spanioli şi italieni","The Economist: UK fears Romanian, but is invaded by immigrants Spanish and Italian",1,1,0,0
3128,"Romania","2008-05-16","Ziarul Financiar","Print","Orban: Italia trebuie sa motiveze clar expulzarea imigrantilor","Orban: Italy must clearly justify the expulsion of immigrants",0,1,0,1
3129,"Spain","2016-04-15","El Pais","Print","Alemania distribuirá a los refugiados para evitar guetos","Germany will distribute the refugees to avoid ghettos",0,0,0,0
3130,"Romania","2016-08-29","Evenimentul Zilei","Print","Românii continuă să PĂRĂSEASCĂ ţara","Romanians continue to leave the country",0,0,0,0
3131,"Spain","2002-05-30","El Pais","Print","FUERTEVENTURA ACOGE A 34 INMIGRANTES EN EL CENTRO QUE SUSTITUIRA A LA VIEJA
TERMINAL","FUERTEVENTURA WELCOMES 34 IMMIGRANTS IN THE CENTER THAT WILL REPLACE THE OLD
TERMINAL",1,0,1,0
3132,"Sweden","2007-07-30","Dagens Nyheter","Print","Regeringen får kritik för ny flyktingregel","The government is criticized for a new refugee rule",0,1,1,0
3133,"Romania","2016-12-11","Ziarul Financiar","Print","11 cetăţeni din Irak şi Maroc, depistaţi când încercau să iasă ilegal din România","11 people from Iraq and Morocco, detected when attempting to illegally leave Romania",0,0,0,1
3134,"Poland","2016-11-07","Rzeczpospolita","Print","W firmach transportowych brakuje 100 tys. kierowców","The transport companies missing 100 thousand. drivers",0,1,0,0
3135,"Romania","2016-01-21","Romania Libera","Print","Ministerul de Interne: Plan pentru situații de criză în domeniul imigrației","Interior Ministry: Plan for crisis in immigration",1,0,0,0
3136,"Hungary","2016-10-11","Magyar Hirlap","Print","Líbia nem képes kezelni a menekültválságot","Libya is not able to handle the refugee crisis",0,0,0,0
3137,"UK","2014-01-06","The Daily Telegraph","Print","Robinson: BBC made 'terrible mistake' ignoring immigration concerns","Robinson: BBC made 'terrible mistake' ignoring immigration concerns",0,1,0,0
3138,"Hungary","2017-02-28","Magyar Hirlap","Print","A Frontex továbbra is bírálja a civil szervezetek líbiai tengeri mentőakcióit","Frontex will continue to criticize the Libyan Sea NGO mentőakcióit",0,0,0,1
3139,"Romania","2016-02-29","Romania Libera","Print","Ungaria începe construirea unei linii de apărare de-a lungul graniţei cu România","Hungary started building a line of defense along the border with Romania",0,0,0,0
3140,"Hungary","2015-06-05","Magyar Idök","Print","Néppárti elismerés a magyar gazdaságpolitikának","EPP recognition of Hungarian economic policy",0,0,0,1
3141,"Poland","2015-09-16","Gazeta Wyborcza","Print","„Więcej wiedzy - mniej strachu - uchodźcy w Polsce. Ponad 40 polskich redakcji
we wspólnej akcji informacyjnej","More knowledge - less fear - refugees in Poland . Over 40 Polish editorial offices
in a joint information campaign",0,0,0,0
3142,"UK","2016-11-10","Metro","Print","CANADA'S immigration website crashed as [...];
ELECTION BITES","CANADA'S immigration website crashed as [...];
ELECTION BITES",0,0,0,0
3143,"Poland","2015-11-27","Rzeczpospolita","Print","Berliński debiut Waszczykowskiego","The Berlin debut Waszczykowski",1,0,0,0
3144,"Sweden","2005-05-24","Dagens Nyheter","Print","Ingen rubrik","No headline",0,1,0,0
3145,"Sweden","2016-03-29","Dagens Nyheter","Print","Ständigt denna nya myndighet","Ever this new authority",0,0,1,1
3146,"Poland","2006-03-01","Rzeczpospolita","Print","Niech zdecyduje Bruksela","Let them decide Brussels",0,0,0,1
3147,"Spain","2010-05-06","El Pais","Print","Promesas y recomendaciones","Promises and recommendations",0,1,1,0
3148,"Sweden","2017-02-15","Aftonbladet","Print","Skilj på flyktingar och migranter","Separate refugees and migrants",0,0,0,1
3149,"UK","2016-01-30","mirror.co.uk","Online","Refugee crisis: Pregnant woman and children among 40 victims after boat sinks
off Turkish coast;
Almost 40 people drowned - among them children and a pregnant woman - and 75
were rescued after a boat carrying migrants to Greece sank off Turkey's western
coast today","Refugee crisis: Pregnant woman and children among 40 victims after boat sinks
off Turkish coast;
Almost 40 people drowned - among them children and a pregnant woman - and 75
were rescued after a boat carrying migrants to Greece sank off Turkey's western
coast today",0,0,1,0
3150,"Poland","2005-09-02","Gazeta Wyborcza","Print","Nieudolna ewakuacja Luizjany","Inaccurate evacuation of Louisiana",0,0,1,0
3151,"Spain","2006-02-25","El Mundo","Print","Babel en el estadio.
El delegado del Gobierno en Melilla preside el primer equipo de futbol con 21
inmigrantes de diferentes nacionalidades.","Babel in the stadium.
The Government delegate in Melilla presides over the first football team with 21
immigrants of different nationalities.",0,1,0,0
3152,"Romania","2009-02-09","Ziarul Financiar","Print","Circa 60.000 de imigranti din Spania isi vor pierde locuintele","About 60,000 immigrants in Spain will lose homes",1,0,0,0
3153,"Spain","2007-11-13","El Pais","Print","Los sondeos auguran otro triunfo liberal en Dinamarca","The polls predict another liberal triumph in Denmark",0,0,0,0
3154,"Romania","2011-11-22","Romania Libera","Print","Migranţi afgani, prinşi încercând să fugă în Spaţiul Schengen. Vezi ce au spus anchetatorilor","Migrants Afghan caught trying to flee the Schengen area. See what investigators",0,0,0,1
3155,"Hungary","2015-07-03","Nepszabadsag","Print","Tízezreket küldenénk el","Sending out tens of thousands",0,0,0,1
3156,"Poland","2017-06-12","Gazeta Wyborcza","Print","Sąd wykorzystał przeciw Trumpowi... jego własny wpis na Twitterze. Dekret
zablokowany","The court used against Trump ... his own Twitter post. Decree
blocked",0,0,0,1
3157,"Poland","2010-07-20","Rzeczpospolita","Print","Za nielegalne zatrudnienie cudzoziemca grożą grzywny","For illegal employment of a foreigner threaten fines",0,1,0,1
3158,"UK","2016-10-28","telegraph.co.uk","Online","Lily Allen says taxi driver refused to drive her and told her to 'find an
immigrant'","Lily Allen says taxi driver refused to drive her and told her to 'find an
immigrant'",0,0,0,0
3159,"Romania","2015-11-28","Ziarul Financiar","Print","Olanda urmează să dubleze locurile destinate solicitanţilor de azil","Netherlands will double the places for applicants for asylum",1,0,0,0
3160,"Hungary","2017-06-28","Magyar Idök","Print","Csók Eurábiáért","kiss Eurábiáért",0,0,0,1
3161,"Romania","2015-10-14","Ziarul Financiar","Print","Norvegia ar putea aloca miliarde de euro pentru a face faţă numărului suplimentar de solicitanţi de azil","Norway could provide billions of euros to cope with the additional number of applicants for asylum",1,0,0,0
3162,"Romania","2013-03-17","Romania Libera","Print","IMIGRANŢI . Presa britanică: Pericol moldovean, pe filieră românească","IMMIGRANTS . British media: Risk Moldovan Romanian to die",0,1,0,1
3163,"Sweden","2002-09-13","Dagens Nyheter","Print","FEM FRÅGOR","FIVE QUESTIONS",0,0,0,0
3164,"UK","2015-10-13","telegraph.co.uk","Online","African students and entrepreneurs to be encouraged to migrate to EU;
European leaders will consider proposals to increase legal migration, as part of
response to refugee crisis","African students and entrepreneurs to be encouraged to migrate to EU;
European leaders will consider proposals to increase legal migration, as part of
response to refugee crisis",0,1,1,1
3165,"Poland","2017-10-04","Gazeta Wyborcza","Print","Ukrainka przetrzymana niemal dobę na policji, dwukrotnie rozebrana, zastraszana.
I wypuszczona bez zarzutów","Ukrainka, held for almost a day by the police, undressed twice, intimidated.
And released without charge",0,0,0,0
3166,"Spain","2017-09-11","El Pais","Print","Blair propone dureza contra la inmigración para evitar el Brexit","Blair proposes toughness against immigration to avoid Brexit",0,0,0,0
3167,"UK","2008-10-27","The Daily Telegraph","Print","Why Hallowe'en gives me a haunted look;
It's not satanism, but the commercialism that frightens the life out of
Cassandra Jardine","Why Hallowe'en gives me a haunted look;
It's not satanism, but the commercialism that frightens the life out of
Cassandra Jardine",0,0,0,0
3168,"Hungary","2016-03-14","Magyar Hirlap","Print","Már osztrák példát emleget Faymann a migráció kapcsán","Faymann Austrian example has been mention of migration in relation to",0,0,0,0
3169,"Sweden","2014-01-14","Dagens Nyheter","Print","Tortyrdrabbade får asyl","Torture sufferers receive asylum",0,0,0,0
3170,"Poland","2017-02-23","Gazeta Wyborcza","Print","Węgry: rząd zdecydował o budowie kolejnego płotu na granicy z Serbią","Hungary: the government decided to build another fence on the border with Serbia",1,0,0,1
3171,"Hungary","2015-06-20","Nepszabadsag","Print","Hozzánk szoktak","accustomed us",0,0,0,1
3172,"Poland","2007-01-19","Gazeta Wyborcza","Print","Biskupi do Polaków żyjących poza krajem: dawajcie świadectwo wiary","Bishops to Poles living abroad: give a testimony of faith",0,1,0,0
3173,"Germany","2015-08-07","taz","Print","1.200 in einem Großraum;
Hamburg bringt Flüchtlinge in Messehalle unter","1,200 in a metropolitan area;
Hamburg houses refugees in the exhibition hall",0,0,1,0
3174,"Poland","2012-12-31","Gazeta Wyborcza","Print","Era Dutkiewicza. Wrocław powoli traci blask","Dutkiewicz's Era. Wrocław is slowly losing its glow",0,1,0,0
3175,"Romania","2014-02-03","Romania Libera","Print","Daily Mail a publicat articole neadevărate despre imigranţii români - membru al Guvernului britanic","Daily Mail published articles falsely about immigrants Romanian - Member of the British Government",0,0,0,0
3176,"Poland","2016-03-18","Rzeczpospolita","Print","Minimalny wkład Polski","The minimum contribution Polish",0,0,0,1
3177,"Sweden","2002-12-02","Aftonbladet","Print","Släktingar beslutade om Nadina","Relatives decided on Nadina",0,0,0,0
3178,"UK","2015-09-12","Daily Mirror","Print","South Belfast residents top e-petition to back refugees","South Belfast residents top e-petition to back refugees",0,0,0,0
3179,"Hungary","2017-06-19","Magyar Hirlap","Print","Népvándorlás Afrikából","Migration from Africa",0,0,0,1
3180,"Hungary","2016-04-12","Nepszava","Print","Vízummentességet kaphat Ukrajna","Visa Exemption get Ukraine",0,0,0,0
3181,"Poland","2017-09-03","Gazeta Wyborcza","Print","Schulz atakuje Polskę i Węgry ws. migracji. Debata przedwyborcza w Niemczech","Schulz attacks Poland and Hungary on migration. Debate pre-election in Germany",0,0,0,1
3182,"Spain","2008-07-22","ABC","Print","El 41,1% de los incendios forestales en Andalucía se deben a negligencias","41.1% of forest fires in Andalusia are due to negligence",0,0,0,0
3183,"Romania","2016-02-14","Ziarul Financiar","Print","96 de oameni au solicitat, anul acesta, azil în România","96 people have called this year asylum in Romania",0,0,0,0
3184,"Spain","2012-07-08","ABC","Print","Un halo de esperanza","A halo of hope",0,0,1,0
3185,"Germany","2015-10-21","Welt Online","Online","Allensbach-Umfrage;
Jeder Zweite bescheinigt dem Staat Realitätsverlust","Allensbach survey;
Every second certifies the state's loss of reality",1,0,0,1
3186,"Spain","2009-04-30","ABC","Print","Otra vez la emigración","Again the emigration",1,1,0,0
3187,"Germany","2004-05-15","taz","Print","Die Partei, die hat immer Recht;
In Bremen hat sich ein FDP-naher Verein Liberaler Mittelstand gegründet. Der
ehemalige Bundeswirtschaftsminister Rexrodt überbrachte zur Feier des Tages
deftige Wahlkampfparolen","The party is always right;
In Bremen, a FDP-close association  Liberaler Mittelstand  has established. Of the
Former Federal Minister of Economics Rexrodt delivered to celebrate the day
hearty campaign slogans",0,0,1,0
3188,"Hungary","2016-11-18","Magyar Hirlap","Print","A német kormány ragaszkodik az elutasított afgán menedékkérők távozásához","The German government insists the rejected Afghan asylum seekers departure of",0,0,0,0
3189,"Hungary","2016-04-14","Magyar Hirlap","Print","Ismét könnygázt vetett be a macedón rendőrség","Again shot tear gas into the Macedonian police",0,0,0,0
3190,"UK","2004-06-09","Daily Mirror","Print","BIG BROTHER: MARCO IS A JOKE AND AN EMBARRASSMENT.. VOTE HIM OUT;
 AND THAT'S FROM HIS MUM!","BIG BROTHER: MARCO IS A JOKE AND AN EMBARRASSMENT.. VOTE HIM OUT;
 AND THAT'S FROM HIS MUM!",0,1,0,0
3191,"Germany","2014-09-15","Frankfurter Rundschau","Print","AfD setzt sich vorerst fest","AfD is getting stuck for now",0,1,0,1
3192,"Germany","2004-08-06","taz","Print","Abkehr von liberalen Traditionen;
VORWÜRFE GEGEN DÄNISCHE SOLDATEN: SELBSTZWEIFEL SIND ANGEBRACHT","Turning away from liberal traditions;
THREATS AGAINST DANISH SOLDIERS: SELF-DIFFICULTIES ARE APPLIED",0,0,0,0
3193,"Poland","2010-09-03","Rzeczpospolita","Print","O posadzie dla obcokrajowca decyduje wojewoda","About the Job Vacancy for a foreigner decides province governor",0,1,0,0
3194,"Spain","2014-08-21","ABC","Print","Médicos del alma","Doctors of the soul",0,0,1,0
3195,"Spain","2001-12-10","El Pais","Print","INTENSA BUSQUEDA EN CANARIAS DE 7 MAGREBIES DADOS POR DESAPARECIDOS","INTENSE SEARCH IN CANARIAS OF 7 MAGREBIES GIVEN BY DISAPPEARED",0,0,0,0
3196,"Sweden","2006-08-16","Svenska Dagbladet","Print","Turism bromsar utvandring","Tourism slows emigration",0,1,0,1
3197,"Spain","2006-11-30","El Pais","Print","El hijo de un emigrante gallego, 'hombre fuerte' del Gabinete","The son of a Galician emigrant, 'strong man' of the Cabinet",0,0,0,0
3198,"Sweden","2007-12-01","Dagens Nyheter","Print","Händelser som skakat Brown","Events that shook Brown",0,1,0,1
3199,"Hungary","2016-01-12","Magyar Idök","Print","Amerikai előválasztások: Cruz és Sanders az élen","US pre-election Cruz and Sanders leading the way",0,0,0,0
3200,"Spain","2006-05-13","El Pais","Print","Bush respalda la reforma de las leyes migratorias tras el acuerdo del Senado","Bush supports reform of immigration laws after Senate agreement",0,1,0,0
3201,"Hungary","2017-07-26","Magyar Hirlap","Print","Meghosszabbították az embercsempészek elleni európai missziót","European mission was extended against human smugglers",0,0,0,1
3202,"Germany","2009-10-31","Frankfurter Rundschau","Print","Eltern bei der Stange halten;
Evangelische Familienbildung feiert ihre Gründung vor 60 Jahren","Keep parents at the bar;
Evangelical Family Education celebrates its foundation 60 years ago",1,0,0,0
3203,"UK","2017-10-24","The Guardian","Print","The Guardian view on universities and Brexit: culture wars;
Chris Heaton-Harris's demand to know who was teaching what on the EU ratchets up
the gap in the post-referendum tribal divide","The Guardian view on universities and Brexit: culture wars;
Chris Heaton-Harris's demand to know who was teaching what on the EU ratchets up
the gap in the post-referendum tribal divide",0,0,1,0
3204,"Spain","2007-06-10","ABC","Print","El Líbano pierde otros cuatro soldados al tratar de reducir a los islamistas El
Ejército libanés recurrió de nuevo ayer a su artillería pesada para acabar con
los rebeldes de Fatah al Islam escondidos en el campo de refugiados de Nahr al
Bared","Lebanon loses four more soldiers while trying to reduce the Islamists
The Lebanese army again resorted yesterday to its heavy artillery to finish with
the Fatah al Islam rebels hiding in the Nahr refugee camp at
Bared",0,0,0,0
3205,"Poland","2007-01-11","Gazeta Wyborcza","Print","Od dawna czuję się Polakiem","I have been a Pole for a long time",0,1,1,0
3206,"UK","2014-09-17","Daily Mirror","Print","SQUALID LIFE IN MIGRANTS 'SANCTUARY';
ASYLUM SEEKERS PLIGHT PLEA Families' fury at prison-like centres spark
residents' demo","SQUALID LIFE IN MIGRANTS 'SANCTUARY';
ASYLUM SEEKERS PLIGHT PLEA Families' fury at prison-like centres spark
residents' demo",1,1,1,0
3207,"Germany","2016-01-21","taz","Print","Agentur: 21 .000 Menschen abgeschoben;
Flüchtlingsausreisen","Agency: 21,000 people deported;
refugee departures",0,0,0,0
3208,"UK","2006-12-19","The Guardian","Print","Bitter fruit: The dark side of the Christmas orange harvest","Bitter fruit: The dark side of the Christmas orange harvest",0,1,1,1
3209,"Poland","2004-03-04","Gazeta Wyborcza","Print","Serbowie i Albańczycy rozmawiają o Kosowie","Serbs and Albanians are talking about Kosovo",0,0,0,0
3210,"Spain","2001-07-06","El Pais","Print","TRILLO ASEGURA QUE LAS BAJAS ENTRE LOS SOLDADOS EMIGRANTES SON LAS ESPERADAS","TRILLO ENSURES THAT THE LOW BETWEEN THE EMIGRANT SOLDIERS ARE  THE EXPECTED",1,1,0,0
3211,"Sweden","2001-06-27","Expressen","Print","Irene kastas ut när som helst ... och här är de som tog beslutet","Irene throws out at any time ... and here are the ones who made the decision",0,0,1,0
3212,"Spain","2005-02-08","El Mundo","Print","La coalicion que lidera el liberal danes Fogh parte como favorita para ganar los
comicios.
La bonanza economica y la severa ley de extranjeria auguran el exito del primer
ministro.","The coalition led by the Danish liberal Fogh part as a favorite to win the
elections.
The economic bonanza and the severe foreign law predict the success of the first
Minister.",1,0,0,0
3213,"Hungary","2015-10-19","Magyar Hirlap","Print","Nullára apadt az illegális migráció","It dwindled to zero illegal migration",1,0,0,1
3214,"Poland","2007-05-23","Gazeta Wyborcza","Print","Czy stać Państwa na podwyżkę?","Can you afford a raise?",0,1,0,0
3215,"UK","2000-04-22","The Guardian","Print","SECTION: Guardian Jobs and Money Pages; Pg. 23","SECTION: Guardian Jobs and Money Pages; Pg. 23",1,1,0,0
3216,"UK","2014-05-15","telegraph.co.uk","Online","Little Hannah gets her first taste of immigration red tape;
Trying to get a passport for a baby highlights the absurdities of our passports
system","Little Hannah gets her first taste of immigration red tape;
Trying to get a passport for a baby highlights the absurdities of our passports
system",0,0,0,1
3217,"Hungary","2017-01-16","Magyar Hirlap","Print","Naponta mintegy százan próbálnak átjutni a határon","Every day some hundred people trying to cross the border",0,0,0,1
3218,"Spain","2009-07-06","ABC","Print","La encíclica del Papa aborda «el déficit de ética en las estructuras económicas»
Obama subraya el «extraordinario liderazgo» del Pontífice en defensa de los
países pobres, el medio ambiente y los inmigrantes","The Pope's encyclical addresses the deficit of ethics in economic structures
Obama underlines the extraordinary leadership of the Pontiff in defense of the
poor countries, the environment and immigrants",0,0,0,0
3219,"Romania","2015-11-24","Romania Libera","Print","Directorul SIE, discuții cu parlamentarii despre criza imigranților","SIE Director, talks with lawmakers about the immigrants' crisis",0,0,0,0
3220,"Sweden","2016-12-09","Expressen","Print","Frige de folkvalda kurdledarna, Erdogan","Release the elected Kurdish leaders, Erdogan",0,0,0,0
3221,"Poland","2016-09-15","Rzeczpospolita","Print","Zagrożona unijna polityka spójności","Threatened EU cohesion policy",1,0,0,0
3222,"Hungary","2017-05-02","Magyar Hirlap","Print","Tuzson Bence: Az unió megújítását célozza a nemzeti konzultáció","Tuzson Bence: The union aims to renew the national consultation",0,0,0,1
3223,"Romania","2017-11-07","Ziarul Financiar","Print","ManpowerGroup: Înainte să importaţi masiv muncitori străini , mai bine căutaţi soluţii de angajare a românilor care nu lucrează","ManpowerGroup: Before you import massive workers foreigners , better employment of Romanians looking for solutions that do not work",0,1,0,0
3224,"Spain","2008-01-20","El Pais","Print","Una falsa policía timó a 90 inmigrantes","A fake policeman ripped off 90 immigrants",1,0,0,0
3225,"Sweden","2000-09-06","Expressen","Print","Efterlyses: platser till 1 000 flyktingar","Requested: seats to 1,000 refugees",0,0,1,0
3226,"Hungary","2015-07-18","Magyar Hirlap","Print","Hatékonyabb védelmet ad a déli határzár","It gives better protection to the southern border lock",0,0,0,1
3227,"Sweden","2012-08-17","Dagens Industri","Print","Diplomatisk kris","Diplomatic crisis",0,0,0,1
3228,"Hungary","2015-12-05","Magyar Hirlap","Print","Dánia fenntartja különutasságát","Denmark maintains a special way of",0,1,0,1
3229,"Spain","2016-03-21","El Pais","Print","Las cifras desbordan a Grecia","The figures overflow to Greece",0,0,0,0
3230,"Sweden","2006-01-13","Svenska Dagbladet","Print","Farr-ledare får Martin Luther King-pris.","Farr leaders get Martin Luther King award.",0,0,0,0
3231,"Sweden","2002-10-06","Expressen","Print","B.O. BARNOMBUDSMANNEN","STAY. Children's Ombudsman",1,1,1,1
3232,"UK","2015-04-20","The Daily Telegraph","Print","Seven hundred drown in Mediterranean's worst migrant disaster","Seven hundred drown in Mediterranean's worst migrant disaster",1,0,1,1
